resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"uc-hotel","	","test_batch_job","1665275","1665273","1665238","2010-11-19T01:24:11.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2123218","2050180","1665238","2011-01-05T13:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2123700","2069482","1665238","2011-01-05T15:15:11.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2123701","2069482","1665238","2011-01-05T15:15:27.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2123702","2069482","1665238","2011-01-05T15:15:39.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2126163","2050180","1665238","2011-01-05T21:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2126891","2050180","1665238","2011-01-05T23:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2127623","2050180","1665238","2011-01-06T01:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2128360","2050180","1665238","2011-01-06T03:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2129099","2050180","1665238","2011-01-06T05:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2129837","2050180","1665238","2011-01-06T07:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2130567","2050180","1665238","2011-01-06T09:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2131299","2050180","1665238","2011-01-06T11:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2131780","2069482","1665238","2011-01-06T13:15:46.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2131781","2069482","1665238","2011-01-06T13:15:56.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2131785","2069482","1665238","2011-01-06T13:16:06.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2134239","2050180","1665238","2011-01-06T19:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2134975","2050180","1665238","2011-01-06T21:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2135703","2050180","1665238","2011-01-06T23:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2136435","2050180","1665238","2011-01-07T01:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2137172","2050180","1665238","2011-01-07T03:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2137911","2050180","1665238","2011-01-07T05:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2138649","2050180","1665238","2011-01-07T07:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2139379","2050180","1665238","2011-01-07T09:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2140109","2050180","1665238","2011-01-07T11:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2140840","2050180","1665238","2011-01-07T13:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2141576","2050180","1665238","2011-01-07T15:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2142309","2050180","1665238","2011-01-07T17:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2143049","2050180","1665238","2011-01-07T19:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2143785","2050180","1665238","2011-01-07T21:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2144513","2050180","1665238","2011-01-07T23:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2145245","2050180","1665238","2011-01-08T01:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2145982","2050180","1665238","2011-01-08T03:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2146721","2050180","1665238","2011-01-08T05:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2147458","2050180","1665238","2011-01-08T07:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2148188","2050180","1665238","2011-01-08T09:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2148920","2050180","1665238","2011-01-08T11:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2149651","2050180","1665238","2011-01-08T13:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2150387","2050180","1665238","2011-01-08T15:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2151120","2050180","1665238","2011-01-08T17:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2151861","2050180","1665238","2011-01-08T19:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2152597","2050180","1665238","2011-01-08T21:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2153325","2050180","1665238","2011-01-08T23:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2154057","2050180","1665238","2011-01-09T01:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2154794","2050180","1665238","2011-01-09T03:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2155533","2050180","1665238","2011-01-09T05:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2156271","2050180","1665238","2011-01-09T07:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2157001","2050180","1665238","2011-01-09T09:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2157733","2050180","1665238","2011-01-09T11:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2158432","2069482","1665238","2011-01-09T13:50:49.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2158435","2069482","1665238","2011-01-09T13:51:03.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2158439","2069482","1665238","2011-01-09T13:51:13.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2158472","2069482","1665238","2011-01-09T13:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2159208","2069482","1665238","2011-01-09T15:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2162161","2050180","1665238","2011-01-09T23:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2162896","2050180","1665238","2011-01-10T01:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2163636","2050180","1665238","2011-01-10T03:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2164382","2050180","1665238","2011-01-10T05:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2165123","2050180","1665238","2011-01-10T07:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2165856","2050180","1665238","2011-01-10T09:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2166591","2050180","1665238","2011-01-10T11:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2167368","2050180","1665238","2011-01-10T13:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2168108","2050180","1665238","2011-01-10T15:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2170125","2069482","1665238","2011-01-10T21:24:17.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2170126","2069482","1665238","2011-01-10T21:24:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2171788","2050180","1665238","2011-01-11T01:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2172528","2050180","1665238","2011-01-11T03:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2173082","2069482","1665238","2011-01-11T05:25:28.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2173083","2069482","1665238","2011-01-11T05:25:33.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2173277","2069482","1665238","2011-01-11T05:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2175478","2050180","1665238","2011-01-11T11:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2175584","2069482","1665238","2011-01-11T12:13:41.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2175585","2069482","1665238","2011-01-11T12:13:43.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2176220","2176219","1665238","2011-01-11T13:56:00.000-05:00","Failure","BATCH: Unable to submit reporter perl /gpfs/home/inca/incaReporterManager/sub7694.pl:  Cannot connect to default server host 'svc.uc.futuregrid.org' - check pbs_server daemon.
qsub: cannot connect to server svc.uc.futuregrid.org (errno=111) Connection refused
    ","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2176963","2176962","1665238","2011-01-11T15:56:01.000-05:00","Failure","BATCH: Unable to submit reporter perl /gpfs/home/inca/incaReporterManager/sub12632.pl:  Cannot connect to default server host 'svc.uc.futuregrid.org' - check pbs_server daemon.
qsub: cannot connect to server svc.uc.futuregrid.org (errno=111) Connection refused
    ","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2179196","1665273","1665238","2011-01-11T21:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2179936","1674424","1665238","2011-01-11T23:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage""uc-hotel","	","test_batch_job","2180682","1674424","1665238","2011-01-12T01:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2181431","1674424","1665238","2011-01-12T03:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2182181","1674424","1665238","2011-01-12T05:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2182931","1674424","1665238","2011-01-12T07:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2183672","1674424","1665238","2011-01-12T09:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2184414","1674424","1665238","2011-01-12T11:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2185159","1674424","1665238","2011-01-12T13:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2185903","1674424","1665238","2011-01-12T15:56:11.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2186650","2069482","1665238","2011-01-12T17:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2187402","2069482","1665238","2011-01-12T19:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2188149","2069482","1665238","2011-01-12T21:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2188887","2069482","1665238","2011-01-12T23:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2189633","2069482","1665238","2011-01-13T01:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2190378","2069482","1665238","2011-01-13T03:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2191128","2069482","1665238","2011-01-13T05:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2191874","2069482","1665238","2011-01-13T07:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2192615","2069482","1665238","2011-01-13T09:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2193357","2069482","1665238","2011-01-13T11:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2194099","2069482","1665238","2011-01-13T13:56:21.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
"uc-hotel","	","test_batch_job","2198669","2050180","1665238","2011-01-13T23:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2199589","2050180","1665238","2011-01-14T01:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2200509","2050180","1665238","2011-01-14T03:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2201438","2050180","1665238","2011-01-14T05:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2202360","2050180","1665238","2011-01-14T07:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2203279","2050180","1665238","2011-01-14T09:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2204183","2050180","1665238","2011-01-14T11:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2205102","2050180","1665238","2011-01-14T13:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2206052","2050180","1665238","2011-01-14T15:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2206990","2050180","1665238","2011-01-14T17:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2207939","2050180","1665238","2011-01-14T19:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2208883","2050180","1665238","2011-01-14T21:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2209819","2050180","1665238","2011-01-14T23:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2210761","2050180","1665238","2011-01-15T01:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2211711","2050180","1665238","2011-01-15T03:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2212656","2050180","1665238","2011-01-15T05:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2213598","2050180","1665238","2011-01-15T07:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2214538","2050180","1665238","2011-01-15T09:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2215477","2050180","1665238","2011-01-15T11:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2216416","2050180","1665238","2011-01-15T13:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2217363","2050180","1665238","2011-01-15T15:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2218299","2050180","1665238","2011-01-15T17:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2219249","2050180","1665238","2011-01-15T19:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2220191","2050180","1665238","2011-01-15T21:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2221128","2050180","1665238","2011-01-15T23:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2222067","2050180","1665238","2011-01-16T01:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2223008","2050180","1665238","2011-01-16T03:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2223954","2050180","1665238","2011-01-16T05:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2224896","2050180","1665238","2011-01-16T07:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2225832","2050180","1665238","2011-01-16T09:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2226742","2050180","1665238","2011-01-16T11:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2227648","2050180","1665238","2011-01-16T13:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2232195","2050180","1665238","2011-01-16T23:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2233101","2050180","1665238","2011-01-17T01:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2234010","2050180","1665238","2011-01-17T03:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2234924","2050180","1665238","2011-01-17T05:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2235833","2050180","1665238","2011-01-17T07:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2236739","2050180","1665238","2011-01-17T09:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2237646","2050180","1665238","2011-01-17T11:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2238552","2050180","1665238","2011-01-17T13:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2239465","2050180","1665238","2011-01-17T15:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2240369","2050180","1665238","2011-01-17T17:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2241286","2050180","1665238","2011-01-17T19:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2242195","2050180","1665238","2011-01-17T21:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2243099","2050180","1665238","2011-01-17T23:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2244005","2050180","1665238","2011-01-18T01:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2244914","2050180","1665238","2011-01-18T03:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2245828","2050180","1665238","2011-01-18T05:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2246737","2050180","1665238","2011-01-18T07:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2248508","2050180","1665238","2011-01-18T11:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2249385","2050180","1665238","2011-01-18T13:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2250269","2050180","1665238","2011-01-18T15:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2251144","2050180","1665238","2011-01-18T17:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2252032","2050180","1665238","2011-01-18T19:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2252912","2050180","1665238","2011-01-18T21:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2253787","2050180","1665238","2011-01-18T23:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2254664","2050180","1665238","2011-01-19T01:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2255544","2050180","1665238","2011-01-19T03:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2256429","2050180","1665238","2011-01-19T05:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2257309","2050180","1665238","2011-01-19T07:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2258186","2050180","1665238","2011-01-19T09:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2259064","2050180","1665238","2011-01-19T11:56:01.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2259941","2050180","1665238","2011-01-19T13:56:00.000-05:00","Success","BATCH: too many jobs in queue (max=5)","","Success"
"uc-hotel","	","test_batch_job","2260830","2069482","1665238","2011-01-19T15:56:20.000-05:00","Failure","BATCH: Unable to retrieve reporter output","queuetime queuetime nodes 1 type elapsed TBD seconds","Failure:errorMessage errorMessage errorMessage"
